domínio,url,label
amazon,https://www.amazon.com.br/Smartphone-Xiaomi-256GB-Power-Black/dp/B09TSPMY2M/ref=zg-bsnr_electronics_2/138-0676212-7582358?pd_rd_w=R7R2M&content-id=amzn1.sym.c0c0f25f-aaf5-43d0-b46e-c8c2c04a86c2&pf_rd_p=c0c0f25f-aaf5-43d0-b46e-c8c2c04a86c2&pf_rd_r=NZXVDJ81GPEV3E6H6BA8&pd_rd_wg=7hWy6&pd_rd_r=4ca8e325-e8df-4f56-92b2-50b8879dc66f&pd_rd_i=B09TSPMY2M&psc=1,0
amazon,https://www.amazon.com.br/pneus-remold-Toyo-Am-Plus/dp/B0B5HX6JV4/ref=zg-bsnr_automotive_3/138-0676212-7582358?pd_rd_w=PHg7Z&content-id=amzn1.sym.c0c0f25f-aaf5-43d0-b46e-c8c2c04a86c2&pf_rd_p=c0c0f25f-aaf5-43d0-b46e-c8c2c04a86c2&pf_rd_r=NZXVDJ81GPEV3E6H6BA8&pd_rd_wg=7hWy6&pd_rd_r=4ca8e325-e8df-4f56-92b2-50b8879dc66f&pd_rd_i=B0B5HX6JV4&psc=1,0
amazon,https://www.amazon.com.br/Jogo-Toalhas-Banho-Milly-pe%C3%A7as/dp/B09VJR928H/ref=zg-bsnr_home_2/138-0676212-7582358?pd_rd_w=aldCl&content-id=amzn1.sym.c0c0f25f-aaf5-43d0-b46e-c8c2c04a86c2&pf_rd_p=c0c0f25f-aaf5-43d0-b46e-c8c2c04a86c2&pf_rd_r=NZXVDJ81GPEV3E6H6BA8&pd_rd_wg=7hWy6&pd_rd_r=4ca8e325-e8df-4f56-92b2-50b8879dc66f&pd_rd_i=B0B1LCYRDL&psc=1,0
amazon,https://www.amazon.com.br/OCTOO-UP-BL-Suporte-Uptable-Preto/dp/B07BTC67VS/ref=zg-mw_furniture_1/138-0676212-7582358?pd_rd_w=g03iN&content-id=amzn1.sym.c0c0f25f-aaf5-43d0-b46e-c8c2c04a86c2&pf_rd_p=c0c0f25f-aaf5-43d0-b46e-c8c2c04a86c2&pf_rd_r=55250JHE8NPKKVJY1MWR&pd_rd_wg=r3qws&pd_rd_r=4061be75-aa0f-4f9c-928c-6008be7635a0&pd_rd_i=B07BTC67VS&psc=1,0
amazon,https://www.amazon.com.br/Coringa-Robert-Niro-Joaquin-Phoenix/dp/B082N5RSWW/ref=zg-mw_dvd_1/138-0676212-7582358?pd_rd_w=V28bY&content-id=amzn1.sym.c0c0f25f-aaf5-43d0-b46e-c8c2c04a86c2&pf_rd_p=c0c0f25f-aaf5-43d0-b46e-c8c2c04a86c2&pf_rd_r=55250JHE8NPKKVJY1MWR&pd_rd_wg=r3qws&pd_rd_r=4061be75-aa0f-4f9c-928c-6008be7635a0&pd_rd_i=B082N5RSWW&psc=1,0
cultura,https://www3.livrariacultura.com.br/livros,0
cultura,https://www3.livrariacultura.com.br/cultura-pass?&utmi_p=_eventos&utmi_pc=Html&utmi_cp=links+footer,0
cultura,https://www3.livrariacultura.com.br/formulario-de-atendimento?&utmi_p=_eventos&utmi_pc=Html&utmi_cp=links+footer,0
cultura,https://www3.livrariacultura.com.br/hotsites/maisvendidos,0
cultura,https://www3.livrariacultura.com.br/nossas-lojas,0
cultura,https://www3.livrariacultura.com.br/empresas,0
cultura,https://www3.livrariacultura.com.br/sebo-cultura/,0
cultura,https://www3.livrariacultura.com.br/hotsites/shopping,0
cultura,https://www3.livrariacultura.com.br/controle-gamer-warrior-takeo-smartphone-bluetooth---js088-14474512/p?lista=,0
cultura,https://www3.livrariacultura.com.br/bloco-adesivo-38x50mm-4-cores-neon-4x50fls---ei012-11762570/p?lista=,0
cultura,https://www3.livrariacultura.com.br/caixa-de-som-obasound-pool-obabox---ob008-14474476/p,0
cultura,https://www3.livrariacultura.com.br/filtro-de-linha-5-tomadas-branco-multilaser---wi300-11760644/p,0
cultura,https://www3.livrariacultura.com.br/peitoral-para-cachorro-bold-looney-tunes-pernalonga-14441000/p?lista=,0
cultura,https://www3.livrariacultura.com.br/teatro-eva-herz,0
cultura,https://www3.livrariacultura.com.br/eventos,0
cultura,https://www3.livrariacultura.com.br/taca-windsor-pai-idolo-colecao-2021-13537807/p?lista=,0
cultura,https://www3.livrariacultura.com.br/escolha-sua-vida-2112273226/p,1
cultura,https://www3.livrariacultura.com.br/o-velho-e-o-menino-40126367/p,1
cultura,https://www3.livrariacultura.com.br/mais-esperto-que-o-diabo-42269775/p,1
cultura,https://www3.livrariacultura.com.br/o-verao-que-mudou-minha-vida-2111915121/p,1
cultura,https://www3.livrariacultura.com.br/corpo-fala-61038/p,1
cultura,https://www3.livrariacultura.com.br/naruto-gold-vol-1-2111902326/p,1
cultura,https://www3.livrariacultura.com.br/o-ladrao-de-raios-capa-nova-42275209/p,1
cultura,https://www3.livrariacultura.com.br/menos-que-um-2112320138/p,1
cultura,https://www3.livrariacultura.com.br/thomas-sowell-a-biografia-2112320635/p,1
cultura,https://www3.livrariacultura.com.br/gestao-com-gentileza-2112319991/p,1
cultura,https://www3.livrariacultura.com.br/peaky-blinders-2112320052/p,1
cultura,https://www3.livrariacultura.com.br/cacadas-de-pedrinho-2111919285/p,1
cultura,https://www3.livrariacultura.com.br/dedoches-animais-2112297541/p?lista=1725,0
cultura,https://www3.livrariacultura.com.br/stranger-things-cidade-nas-trevas-2112247884/p?lista=2099,1
cultura,https://www3.livrariacultura.com.br/o-cavaleiro-preso-na-armadura-2112273695/p,1
cultura,https://www3.livrariacultura.com.br/o-filho-do-terrorista-46016865/p,1
cultura,https://www3.livrariacultura.com.br/a-verdade-e-outras-mentiras-46335302/p,1
cultura,https://www3.livrariacultura.com.br/hotsites/maisvendidos,1
companhia,https://www.companhiadasletras.com.br/,0
companhia,https://www.companhiadasletras.com.br/Busca?selo=Companhia%20das%20Letrinhas,0
companhia,https://www.companhiadasletras.com.br/Busca?selo=Alfaguara,0
companhia,https://www.companhiadasletras.com.br/Busca?selo=Brinque-Book,0
companhia,https://www.companhiadasletras.com.br/autor.php?codigo=11257,0
companhia,https://www.companhiadasletras.com.br/Busca,0
companhia,https://www.companhiadasletras.com.br/autor.php?codigo=11548,0
companhia,https://www.companhiadasletras.com.br/Cadastro,0
companhia,https://www.companhiadasletras.com.br/audiobooks/,0
companhia,https://www.companhiadasletras.com.br/Carrinho,0
companhia,https://www.companhiadasletras.com.br/ValePresente,0
companhia,https://www.companhiadasletras.com.br/autor.php?codigo=06015,0
companhia,https://www.companhiadasletras.com.br/Newsletter,0
companhia,https://www.companhiadasletras.com.br/sobre.php,0
companhia,https://www.companhiadasletras.com.br/listautores.php,0
companhia,https://www.companhiadasletras.com.br/sala_professor/,0
companhia,https://www.companhiadasletras.com.br/LoginFinaliza,0
companhia,https://www.companhiadasletras.com.br/livro/9786559211852/saramago-150-os-seus-nomes,1
companhia,https://www.companhiadasletras.com.br/livro/9786559790715/a-cultura-no-mundo-liquido-moderno-nova-edicao,1
companhia,https://www.companhiadasletras.com.br/livro/9786559213474/metamaus,1
companhia,https://www.companhiadasletras.com.br/livro/9786559790807/o-negocio-do-jair,1
companhia,https://www.companhiadasletras.com.br/livro/9786559211845/todas-as-letras-nova-edicao-ampliada,1
companhia,https://www.companhiadasletras.com.br/livro/9788535914849/1984,1
companhia,https://www.companhiadasletras.com.br/livro/9788535928075/o-gene,1
companhia,https://www.companhiadasletras.com.br/livro/9788582850541/impressoes-de-leitura-e-outros-textos-criticos,1
companhia,https://www.companhiadasletras.com.br/livro/9788535912692/tintim-e-os-picaros,1
companhia,https://www.companhiadasletras.com.br/livro/9788535921168/deus-essa-gostosa,1
companhia,https://www.companhiadasletras.com.br/livro/9788535911602/tintim-no-tibete,1
companhia,https://www.companhiadasletras.com.br/livro/9788547000974/minha-historia,1
companhia,https://www.companhiadasletras.com.br/livro/9788535914702/avodezanove-e-o-segredo-do-sovietico,1
companhia,https://www.companhiadasletras.com.br/livro/9788561041939/de-olho-em-zumbi-dos-palmares,1
companhia,https://www.companhiadasletras.com.br/livro/9788535910391/50-contos-de-machado-de-assis,1
companhia,https://www.companhiadasletras.com.br/livro/9788535923438/eu-sou-malala,1
saraiva,https://www.saraiva.com.br/livros,0
saraiva,https://www.saraiva.com.br/,0
saraiva,https://www.saraiva.com.br/central-de-atendimento/politica,0
saraiva,https://busca.saraiva.com.br/hotsite/recem-chegados,0
saraiva,https://www.saraiva.com.br/dvd-colecao-pixar-2018-20-discos-20002308/p,0
saraiva,https://www.saraiva.com.br/games?promo_id=home-de-games&promo_name=home-de-games-menuexp-games&promo_creative=linkdep&promo_position=slot1,0
saraiva,https://www.saraiva.com.br/dvd-frozen-ii-filmes-2-discos-blu-ray-10654873/p,0
saraiva,https://www.saraiva.com.br/horizon-zero-dawn-complete-edition-hits-ps4-10570151/p,0
saraiva,https://www.saraiva.com.br/cyberpunk-2077-xbox-one-10641908/p,0
saraiva,https://www.saraiva.com.br/need-for-speed-heat-xbox-one-10615396/p,0
saraiva,https://www.saraiva.com.br/fifa-18-nintendo-switch-10034167/p,0
saraiva,https://www.saraiva.com.br/batman-arkham-asylum-batman-arkham-city-x360-7022971/p,0
saraiva,https://www.saraiva.com.br/gta-grand-theft-auto-v-ps3-4851867/p,0
saraiva,https://www.saraiva.com.br/games?promo_id=home-de-games&promo_name=home-de-games-menuexp-games&promo_creative=linkdep&promo_position=slot1,0
saraiva,https://www.saraiva.com.br/adesivo-para-celular-coringa-ha-ha-ha-para-iphone-4-5735051/p,0
saraiva,https://www.saraiva.com.br/funko-civil-warrior-10550357/p,0
saraiva,https://www.saraiva.com.br/funko-yu-gi-oh-girl-10550405/p,0
saraiva,https://www.saraiva.com.br/nossas-lojas,0
saraiva,https://www.saraiva.com.br/central-de-atendimento/politica,0
saraiva,https://www.saraiva.com.br/dvd-house-of-cards-5-temporada-4-discos-9859052/p,0
saraiva,https://www.saraiva.com.br/especial/universo-geek,0
saraiva,https://www.saraiva.com.br/listas/livros/netflix?promo_id=lista-netflix&promo_name=lista-netflix-desktop-index&promo_creative=banlista&promo_position=slot3,0
saraiva,https://www.saraiva.com.br/minha-historia-10219567/p,1
saraiva,https://www.saraiva.com.br/autor?promo_id=autores&promo_name=autores-menuexp-livros&promo_creative=link&promo_position=slot18,0
saraiva,https://www.saraiva.com.br/autor/obras/?bessa-luis-agustina,0
saraiva,https://www.saraiva.com.br/autor/obras/?percy-allan,0
saraiva,https://www.saraiva.com.br/autor/obras/?ziraldo,0
saraiva,https://www.saraiva.com.br/autor/obras/?mae-valter-hugo,0
saraiva,https://www.saraiva.com.br/o-mundo-de-larissa-manoela-9474804/p,1
saraiva,https://www.saraiva.com.br/larissa-manoela-9377621/p,1
saraiva,https://www.saraiva.com.br/a-desumanizacao-9429925/p,1
saraiva,https://www.saraiva.com.br/homens-imprudentemente-poeticos-9386221/p,1
saraiva,https://www.saraiva.com.br/arsene-lupin-o-ladrao-de-casaca-10682505/p,1
saraiva,https://www.saraiva.com.br/a-selecao-serie-a-selecao-vol-1-brochura-4089927/p,1
saraiva,https://www.saraiva.com.br/box-hp-lovecraft-os-melhores-contos-3-volumes-10112985/p,1
saraiva,https://www.saraiva.com.br/turma-da-monica-lendas-japonesas-exclusivo-saraiva-10641940/p,1
saraiva,https://www.saraiva.com.br/a-sereia-9245225/p,1
saraiva,https://www.saraiva.com.br/beren-e-luthien-20000200/p,1
saraiva,https://www.saraiva.com.br/carcereiros-4235922/p,1
saraiva,https://www.saraiva.com.br/a-teoria-das-janelas-quebradas-3054564/p,1
saraiva,https://www.saraiva.com.br/belas-adormecidas-9861633/p,1
saraiva,https://www.saraiva.com.br/a-incendiaria-colecao-biblioteca-stephen-king-10054664/p,1
saraiva,https://www.saraiva.com.br/harry-potter-e-a-ordem-da-fenix-5-capa-dura-9738754/p,1
saraiva,https://www.saraiva.com.br/harry-potter-e-a-camara-secreta-edicao-ilustrada-9418436/p,1
saraiva,https://www.saraiva.com.br/do-mil-ao-milhao-10501613/p,1
saraiva,https://www.saraiva.com.br/felicidade-modos-de-usar-10576831/p,1
saraiva,https://www.saraiva.com.br/vade-mecum-saraiva-tradicional-29-ed-2020-10642036/p,1
saraiva,https://www.saraiva.com.br/as-cronicas-de-narnia-volume-unico-2623167/p,1
saraiva,https://www.saraiva.com.br/os-lusiadas-luis-de-camoes-col-classicos-saraiva-conforme-a-nova-ortografia-3065879/p,1
saraiva,https://www.saraiva.com.br/a-mitologia-em-game-of-thrones-as-referencias-mitologicas-no-universo-ficcional-de-george-r-r-martin-10621609/p,1
saraiva,https://www.saraiva.com.br/a-guerra-dos-tronos-as-cronicas-de-gelo-e-fogo-vol-1-10516571/p,1
saraiva,https://www.saraiva.com.br/dpedro-a-historia-nao-contada-o-homem-revelado-por-cartas-e-documentos-ineditos-9058695/p,1
saraiva,https://www.saraiva.com.br/a-culpa-e-das-estrelas-4073261/p,1
amazon,https://www.amazon.com.br/Extraordin%C3%A1rio-R-J-Palacio/dp/8580573017/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=,1
travessa,https://www.travessa.com.br/sapiens-a-brief-history-of-humankind-1-ed-2014/artigo/ab861ec9-fa17-4705-a1e0-ddfda65717ca,1
travessa,https://www.travessa.com.br/escravidao-volume-3-da-independencia-do-brasil-a-lei-aurea-1-ed-2022/artigo/20dd3c0d-cb5a-4bc9-be93-8b4ca51132c5,1
travessa,https://www.travessa.com.br/preparados-para-o-risco-como-tomar-boas-decisoes-1-ed-2022/artigo/416629f4-bddc-452e-88d7-1d8dd469c59a,1
travessa,https://www.travessa.com.br/as-5-linguagens-do-amor-como-expressar-um-compromisso-de-amor-a-seu-conjuge-3-ed-2013/artigo/f551c919-7bf1-4ae4-a4f2-914d57d25fe0,1
travessa,https://www.travessa.com.br/a-coragem-de-ser-imperfeito-como-aceitar-a-propria-vulnerabilidade-vencer-a-vergonha-e-ousar-ser-quem-voce-e-1-ed-2016/artigo/93c74fbb-b793-43b6-a5ca-05e01923d49c,1
travessa,https://www.travessa.com.br/estereotipos-e-cliches-1-ed-2022/artigo/d59da661-8e14-4027-8948-556f5be2a630,1
travessa,https://www.travessa.com.br/argumentacao-2-ed-2022/artigo/f52dfe00-b55a-47be-b7b3-595dd1411552,1
travessa,https://www.travessa.com.br/mulheres-modernistas-estrategias-de-consagracao-na-arte-brasileira-1-ed-2022/artigo/80c073af-d11c-4008-8ffd-52e358e1122a,1
travessa,https://www.travessa.com.br/breve-historia-da-arte-um-guia-de-bolso-para-os-principais-generos-obras-temas-e-tecnicas-1-ed-2021/artigo/8c8bb41c-c5af-4909-b50f-310e7b6e8d5f,1
travessa,https://www.travessa.com.br/lutar-contra-a-pobreza-1-ed-2022/artigo/b7f0e9c5-7b65-46a0-b4b4-4cb6782d66be,1
travessa,https://www.travessa.com.br/,0
travessa,https://www.travessa.com.br/dvds,0
travessa,https://www.travessa.com.br/blu-ray-cry-macho/artigo/53352531-d060-4b16-b393-281245ab84cd,0
travessa,https://www.travessa.com.br/wpgQuemSomos.aspx,0
travessa,https://www.travessa.com.br/wpgNossasLojas.aspx,0
travessa,https://www.travessa.com.br/Eventos,0
travessa,https://www.travessa.com.br/wpgCarrinhoLista.aspx,0
travessa,https://www.travessa.com.br/wpgObjDesejoMain.aspx,0
travessa,https://www.travessa.com.br/wpgCarrinhoDados.aspx?pagina=wpgSuaConta.aspx&TipoArtigo=&TipoArtigo=0,0
travessa,https://www.travessa.com.br/wpgPresentes.aspx,0
leitura,https://leitura.com.br/toda-a-minha-ira-com-brindes-L999-9788501305794,1
leitura,https://leitura.com.br/harry-potter-e-a-pedra-filosofal-L999-9788532511010,1
leitura,https://leitura.com.br/a-selecao-L999-9788565765015,1
leitura,https://leitura.com.br/livros/gastronomia-e-culinaria/so-para-um-L999-9788539629510,1
leitura,https://leitura.com.br/tabuada-L031-9788555502156,1
leitura,https://leitura.com.br/livros/matematica/o-andar-do-bebado-L999-9788537818107,1
leitura,https://leitura.com.br/livros/engenharia-e-tecnologia/crie-seu-mercado-no-mundo-digital-L999-9788545202684,1
leitura,https://leitura.com.br/livros/engenharia-e-tecnologia/algoritmos-para-viver---a-ciencia-exata-das-decisoes-humanas-L999-9788535929300,1
leitura,https://leitura.com.br/livros/computacao-e-informatica/storytelling-com-dados-L999-9788550804682,1
leitura,https://leitura.com.br/terra-viva-L055-9788531610158,1
leitura,https://leitura.com.br/index.php?route=common/home,0
leitura,https://leitura.com.br/papelaria/arte-recreacao-material-desenho,0
leitura,https://leitura.com.br/regua-tilibra-academia-flexivel-30cm-azul-aqua-L019-7891027301804,0
leitura,https://leitura.com.br/jogos-boardgames/pc,0
leitura,https://leitura.com.br/jogo-munchkin-L074-7898572670164,0
leitura,https://leitura.com.br/index.php?route=product/featured&lista_id=000047,0
leitura,https://leitura.com.br/informatica/calculadoras,0
leitura,https://leitura.com.br/calc-casio-com-bobina-hr150rc-L035-4971850099703,0
leitura,https://leitura.com.br/presentes/brinquedo-de-montar-pedago,0
